1. 어댑터소스,2. 개체,3. 대분류,4. 중분류,5. 영향도,6. 중요도,7. 경고 이름,8. 경고 설명,9. 권고 사항,10. 증상,11. 경고 ID
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,용량,상태,"경고
위험
정보
","vSAN 클러스터가 구성 요소 제한, 디스크 사용량 및 읽기 캐시 예약 제한 개수에 도달했습니다.","vSAN 클러스터가 구성 요소 제한, 디스크 사용량 및 읽기 캐시 예약 제한 개수에 도달했습니다.","
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2108740 KB 2108740을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 경고를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 읽기 캐시 예약을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit0hf', 'faultEvents': ['limits.limit0hf.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 정보를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 읽기 캐시 예약을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit0hf', 'faultEvents': ['limits.limit0hf.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 오류를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 읽기 캐시 예약을 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit0hf', 'faultEvents': ['limits.limit0hf.Red']})
",AlertDefinition-limits.limit0hf
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,구성,상태,"경고
위험
정보
",vSAN Health Service가 호스트에 설치되어 있지 않습니다.,vSAN Health Service가 호스트에 설치되어 있지 않습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2109874 KB 2109874를 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN 클러스터에 있는 모든 호스트에 오류를 발생시키는 vSAN Health Service가 설치되어 있는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.healtheaminstall', 'faultEvents': ['cluster.healtheaminstall.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN 클러스터에 있는 모든 호스트에 경고를 발생시키는 vSAN Health Service가 설치되어 있는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.healtheaminstall', 'faultEvents': ['cluster.healtheaminstall.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN 클러스터에 있는 모든 호스트에 정보를 발생시키는 vSAN Health Service가 설치되어 있는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.healtheaminstall', 'faultEvents': ['cluster.healtheaminstall.Unknown']})
",AlertDefinition-cluster.healtheaminstall
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,하드웨어,구성,상태,"경고
위험
정보
",스토리지 I/O 컨트롤러가 VMware 호환성 가이드와 호환되지 않습니다.,vSAN 클러스터에 참여하는 ESXi 호스트의 스토리지 I/O 컨트롤러가 VMware 호환성 가이드와 호환되지 않으므로 vSAN 환경이 위험할 수 있습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2109871 KB 2109871을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 컨트롤러가 정보를 발생시키는 VMware 호환성 가이드와 호환되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.controlleronhcl', 'faultEvents': ['hcl.controlleronhcl.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 컨트롤러가 오류를 발생시키는 VMware 호환성 가이드와 호환되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.controlleronhcl', 'faultEvents': ['hcl.controlleronhcl.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 컨트롤러가 경고를 발생시키는 VMware 호환성 가이드와 호환되는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.controlleronhcl', 'faultEvents': ['hcl.controlleronhcl.Yellow']})
",AlertDefinition-hcl.controlleronhcl
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,하드웨어,구성,상태,"경고
위험
정보
",vSAN 및 VMFS 데이터스토어가 lsi_mr3driver가 포함된 동일한 Dell H730 컨트롤러에 있습니다.,vSAN 및 VMFS 데이터스토어가 lsi_mr3driver가 포함된 동일한 Dell H730 컨트롤러에 있습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2136374 KB 2136374를 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN 및 VMFS 데이터스토어가 lsi_mr3driver가 포함된 동일한 Dell H730 컨트롤러에 있어 정보가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.mixedmodeh730', 'faultEvents': ['hcl.mixedmodeh730.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN 및 VMFS 데이터스토어가 lsi_mr3driver가 포함된 동일한 Dell H730 컨트롤러에 있어 오류가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.mixedmodeh730', 'faultEvents': ['hcl.mixedmodeh730.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN 및 VMFS 데이터스토어가 lsi_mr3driver가 포함된 동일한 Dell H730 컨트롤러에 있어 경고가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.mixedmodeh730', 'faultEvents': ['hcl.mixedmodeh730.Yellow']})
",AlertDefinition-hcl.mixedmodeh730
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,네트워크,구성,상태,"경고
위험
정보
",vSAN 클러스터의 호스트에 연결 문제가 있으며 vCenter Server에서 해당 상태를 인지하지 못합니다.,vSAN 클러스터의 호스트에 연결 문제가 있으며 vCenter Server에서 해당 상태를 인지하지 못합니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2108317 KB 2108317을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 호스트가 오류를 발생시키는 연결 상태에 있는 동안 VC에서 호스트로의 API 호출에 실패했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.hostconnectivity', 'faultEvents': ['network.hostconnectivity.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 호스트가 경고를 발생시키는 연결 상태에 있는 동안 VC에서 호스트로의 API 호출에 실패했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.hostconnectivity', 'faultEvents': ['network.hostconnectivity.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 호스트가 정보를 발생시키는 연결 상태에 있는 동안 VC에서 호스트로의 API 호출에 실패했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'network.hostconnectivity', 'faultEvents': ['network.hostconnectivity.Unknown']})
",AlertDefinition-network.hostconnectivity
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,가용성,상태,"경고
위험
정보
",KMS(Key Management Server)에 연결할 때 vCenter Server 또는 ESXi 호스트에 문제가 있습니다.,테스트는 vCenter Server 및 ESXi 호스트를 KMS(Key Management Server)에 연결할 수 있는지 확인합니다. 성공하지 못한 테스트는 KMS에 연결할 때 vCenter Server 또는 호스트에 문제가 있음을 나타냅니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2149497 KB 2149497을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] KMS(Key Management Server)에 연결할 때 vCenter Server 또는 ESXi 호스트에 문제가 있어 경고가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'encryption.kmsconnection', 'faultEvents': ['encryption.kmsconnection.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] KMS(Key Management Server)에 연결할 때 vCenter Server 또는 ESXi 호스트에 문제가 있어 오류가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'encryption.kmsconnection', 'faultEvents': ['encryption.kmsconnection.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] KMS(Key Management Server)에 연결할 때 vCenter Server 또는 ESXi 호스트에 문제가 있어 정보가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'encryption.kmsconnection', 'faultEvents': ['encryption.kmsconnection.Unknown']})
",AlertDefinition-encryption.kmsconnection
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,하드웨어,구성,상태,"경고
위험
정보
",vSAN 상태 서비스가 ESXi 호스트의 스토리지 컨트롤러에 대하여 알맞은 컨트롤러 유틸리티를 찾을 수 없습니다.,vSAN 상태 서비스가 ESXi 호스트의 스토리지 컨트롤러에 대하여 알맞은 컨트롤러 유틸리티를 찾을 수 없습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2148867 KB 2148867을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] ESXi에 설치된 권장 컨트롤러 유틸리티에 문제가 있어 경고가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.vendortoolpresence', 'faultEvents': ['hcl.vendortoolpresence.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] ESXi에 설치된 권장 컨트롤러 유틸리티에 문제가 있어 오류가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.vendortoolpresence', 'faultEvents': ['hcl.vendortoolpresence.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] ESXi에 설치된 권장 컨트롤러 유틸리티에 문제가 있어 정보가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'hcl.vendortoolpresence', 'faultEvents': ['hcl.vendortoolpresence.Unknown']})
",AlertDefinition-hcl.vendortoolpresence
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,가용성,상태,"경고
위험
정보
",온라인 상태: 특정 물리적 네트워크 어댑터의 링크 속도가 vSAN에서 사용하는 모든 물리적 네트워크 어댑터와 일치하지 않습니다.,이 확인 작업은 vSAN에서 사용하는 모든 물리적 네트워크 어댑터의 링크 속도가 일치하는지 확인합니다. 서로 다른 링크 속도는 성능 문제를 일으킬 수 있습니다. VMware에서는 각 호스트의 vSAN에서 사용하는 물리적 네트워크 어댑터의 링크 속도를 일치시킬 것을 권장합니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/s/article/50387 KB 50387을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 각 호스트에서 vSAN이 사용하는 물리적 네트워크 어댑터의 링크 속도에 일관성이 있을 경우 안내 정보가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.pnicconsistent', 'faultEvents': ['cloudhealth.pnicconsistent.Unknown']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 각 호스트에서 vSAN이 사용하는 물리적 네트워크 어댑터의 링크 속도에 일관성이 있을 경우 경고가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.pnicconsistent', 'faultEvents': ['cloudhealth.pnicconsistent.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 각 호스트에서 vSAN이 사용하는 물리적 네트워크 어댑터의 링크 속도에 일관성이 있을 경우 오류가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.pnicconsistent', 'faultEvents': ['cloudhealth.pnicconsistent.Red']})
",AlertDefinition-cloudhealth.pnicconsistent
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,구성,상태,"경고
위험
정보
",vSAN 성능 서비스 세부 정보 표시 모드가 5일 넘게 사용되었습니다.,vSAN 성능 서비스 세부 정보 표시 모드가 5일 넘게 사용되었습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/s/article/51527 KB 51527을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN 성능 서비스 세부 정보 표시 모드로 오류가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.verbosemode', 'faultEvents': ['perfsvc.verbosemode.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN 성능 서비스 세부 정보 표시 모드로 경고가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.verbosemode', 'faultEvents': ['perfsvc.verbosemode.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN 성능 서비스 세부 정보 표시 모드로 안내 정보가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'perfsvc.verbosemode', 'faultEvents': ['perfsvc.verbosemode.Unknown']})
",AlertDefinition-perfsvc.verbosemode
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,가용성,상태,"경고
위험
정보
",온라인 상태: vSAN에 사용되는 디스크 용량이 255GB(기본 최대 구성 요소 크기)보다 작습니다.,vSAN에 사용되는 디스크 용량이 255GB(기본 최대 구성 요소 크기)보다 작은 경우 vSAN 데이터스토어에서 실행되는 가상 시스템에 디스크 공간 문제가 발생할 수 있습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2080503 KB 2080503을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN에 사용된 디스크 용량이 255GB(기본 최대 구성 요소 크기)보다 작아 오류가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.smalldiskstest', 'faultEvents': ['cloudhealth.smalldiskstest.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN에 사용된 디스크 용량이 255GB(기본 최대 구성 요소 크기)보다 작아 경고가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.smalldiskstest', 'faultEvents': ['cloudhealth.smalldiskstest.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN에 사용된 디스크 용량이 255GB(기본 최대 구성 요소 크기)보다 작아 정보가 발생했는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cloudhealth.smalldiskstest', 'faultEvents': ['cloudhealth.smalldiskstest.Unknown']})
",AlertDefinition-cloudhealth.smalldiskstest
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,구성,상태,"경고
위험
정보
",vSAN 호스트 코어 덤프 파티션 크기 확인이 실패했습니다.,vSAN 호스트 코어 덤프 파티션 크기 확인이 실패했습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/s/article/2147881 KB 2147881을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] vSAN 호스트 코어 덤프 파티션 크기 검사에 실패할 경우 오류가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.coredumpartitionsize', 'faultEvents': ['cluster.coredumpartitionsize.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] vSAN 호스트 코어 덤프 파티션 크기 확인 실패로 경고가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.coredumpartitionsize', 'faultEvents': ['cluster.coredumpartitionsize.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] vSAN 호스트 코어 덤프 파티션 크기 확인 실패로 안내 정보가 나타나는지 확인합니다.({'type': 'CONDITION_FAULT', 'faultKey': 'cluster.coredumpartitionsize', 'faultEvents': ['cluster.coredumpartitionsize.Unknown']})
",AlertDefinition-cluster.coredumpartitionsize
VirtualAndPhysicalSANAdapter,VirtualSANDCCluster,스토리지,용량,상태,"경고
위험
정보
",하나의 호스트가 추가로 실패하면 vSAN 클러스터에 모든 개체를 재구축할 수 있는 충분한 리소스가 없습니다.,하나의 호스트가 추가로 실패하면 vSAN 클러스터에 모든 개체를 재구축할 수 있는 충분한 리소스가 없습니다.,"
1. 이 경고 문제를 해결하려면 VMware https://kb.vmware.com/kb/2108743 KB 2108743을 참조하십시오.","증상 조건
aggregation: ANY
symptomSetOperator: OR
relation: SELF
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [경고] 경고를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 RC 예약을 확인합니다(하나의 호스트가 실패인 경우).({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit1hf', 'faultEvents': ['limits.limit1hf.Yellow']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [위험] 오류를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 RC 예약을 확인합니다(하나의 호스트가 실패인 경우).({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit1hf', 'faultEvents': ['limits.limit1hf.Red']})
증상 이름: [VirtualAndPhysicalSANAdapter][VirtualSANDCCluster] [정보] 정보를 발생시키는 vSAN 구성 요소 제한, 디스크 사용량 및 RC 예약을 확인합니다(하나의 호스트가 실패인 경우).({'type': 'CONDITION_FAULT', 'faultKey': 'limits.limit1hf', 'faultEvents': ['limits.limit1hf.Unknown']})
",AlertDefinition-limits.limit1hf
